job_title,experience_level,employment_type,company_size,company_location,industry,remote_ratio,years_experience,education_level,primary_language,team_size,certifications_count,uses_ai_tools_daily,ai_tools_hours_per_week,salary_usd
AI Engineer,Mid,Full-time,M,US,Technology,50,6.0,Masters,Python,6,1,True,4.8,207925
LLM Engineer,Entry,Full-time,L,US,Finance,100,1.7,Bachelors,Python,8,1,True,7.5,134884
MLOps Engineer,Mid,Contract,M,IN,Healthcare,0,6.7,Bachelors,Python,8,4,True,17.3,26181
Data Engineer,Senior,Full-time,L,US,Consulting,100,11.0,Bachelors,Python,11,1,True,7.4,192536
AI Engineer,Mid,Full-time,L,IN,Healthcare,100,6.0,Bachelors,Python,11,3,True,15.1,30017
Data Analyst,Senior,Full-time,S,IN,Technology,50,10.9,Bachelors,SQL,10,3,True,8.0,40113
Data Analyst,Senior,Full-time,M,PL,Technology,0,10.9,Masters,Java,10,0,False,2.8,61635
Machine Learning Engineer,Entry,Full-time,L,US,Technology,100,4.0,Masters,Python,7,1,True,1.5,111999
Business Intelligence Analyst,Mid,Full-time,M,PL,Media,100,8.2,Bachelors,Julia,5,2,False,2.6,45187
AI Engineer,Senior,Part-time,M,US,Media,0,8.8,Masters,Python,5,5,False,3.3,93215
Data Scientist,Entry,Full-time,S,IN,Technology,100,2.0,Masters,R,2,2,True,8.5,18277
Business Intelligence Analyst,Senior,Contract,L,BR,Consulting,50,10.2,Self-taught,Python,4,0,True,6.0,34164
Data Engineer,Mid,Full-time,L,CA,Technology,100,5.3,Bachelors,,16,1,False,1.8,106605
Data Engineer,Senior,Full-time,L,IN,Technology,50,7.3,Masters,Python,8,1,True,7.8,45779
Analytics Engineer,Entry,Full-time,L,CA,Finance,50,0.0,Bachelors,R,8,1,True,15.2,74661
Analytics Engineer,Lead,Full-time,M,CA,Retail,50,16.7,Bootcamp,SQL,8,4,False,1.5,106727
Data Scientist,Executive,Full-time,S,IN,Education,50,21.5,Self-taught,Julia,5,4,True,11.9,52370
AI Engineer,Senior,Full-time,M,GB,Finance,50,13.2,Bachelors,Python,13,2,True,18.6,134712
Research Scientist,Mid,Freelance,L,US,Healthcare,50,5.6,Masters,Julia,7,2,False,1.0,140130
Computer Vision Engineer,Senior,Full-time,S,DE,Finance,0,10.5,Bootcamp,SQL,9,2,True,14.4,129987
AI Engineer,Mid,Full-time,S,NL,Finance,100,5.6,Bootcamp,Python,8,4,True,14.1,90816
Data Engineer,Senior,Full-time,M,IN,Technology,0,11.1,PhD,Python,10,1,True,11.4,69085
Data Engineer,Mid,Contract,L,US,Technology,100,7.9,Masters,R,5,0,True,10.2,132365
Data Engineer,Senior,Full-time,L,IN,Retail,50,11.5,Bachelors,Python,11,1,False,2.2,49814
Data Scientist,Lead,Full-time,L,DE,Technology,100,10.0,Bachelors,Python,5,1,True,8.2,119831
Data Engineer,Mid,Contract,M,US,Technology,0,5.0,Masters,Java,4,1,True,9.5,189796
Data Analyst,Senior,Full-time,S,GB,Technology,0,9.5,Bootcamp,Julia,8,0,False,2.7,64018
Analytics Engineer,Mid,Full-time,M,GB,Finance,50,6.1,PhD,Python,10,3,False,3.2,85069
Business Intelligence Analyst,Lead,Full-time,S,AU,Technology,0,14.3,Bachelors,SQL,9,3,True,11.4,89613
Business Intelligence Analyst,Lead,Freelance,L,US,Healthcare,50,13.1,Bootcamp,R,7,0,False,0.5,95840
Data Engineer,Mid,Full-time,S,IN,Finance,0,7.3,PhD,Python,11,3,False,1.7,28545
Machine Learning Engineer,Senior,Full-time,M,IN,Consulting,100,10.1,Masters,R,8,3,True,2.9,45481
Data Analyst,Mid,Full-time,L,US,Consulting,50,3.7,Masters,Python,10,6,False,3.3,122919
Data Science Manager,Mid,Full-time,M,US,Consulting,0,7.7,Bootcamp,Scala,4,0,True,10.1,122707
MLOps Engineer,Senior,Contract,M,FR,Retail,0,11.1,Masters,Python,12,1,True,9.3,104673
LLM Engineer,Senior,Contract,S,US,Retail,0,13.3,Bachelors,Java,6,2,True,13.6,107928
Computer Vision Engineer,Lead,Full-time,M,DE,Technology,100,13.7,Bachelors,Python,5,2,True,8.5,158643
Machine Learning Engineer,Mid,Full-time,M,GB,Retail,50,7.8,PhD,Python,4,1,True,15.4,108671
AI Engineer,Mid,Part-time,L,US,Technology,0,6.7,Masters,Scala,14,1,False,2.3,133192
Machine Learning Engineer,Senior,Full-time,S,US,Consulting,0,8.1,Bachelors,Python,7,5,True,8.5,129803
Computer Vision Engineer,Mid,Full-time,M,US,Retail,0,5.4,Bootcamp,Python,7,1,True,10.6,129150
MLOps Engineer,Lead,Full-time,L,IN,Healthcare,0,16.1,Masters,R,7,3,False,2.7,58988
Data Scientist,Senior,Full-time,M,US,Retail,50,8.3,Masters,Python,10,2,True,3.9,114475
AI Engineer,Mid,Full-time,S,GB,Finance,100,7.3,Masters,Python,10,1,True,15.3,80231
Data Scientist,Senior,Full-time,M,NL,Finance,0,8.0,Self-taught,Python,10,0,True,14.1,88448
Data Analyst,Entry,Full-time,S,GB,Finance,100,0.0,Self-taught,Python,15,1,True,1.7,35730
Business Intelligence Analyst,Senior,Full-time,M,US,Manufacturing,50,9.6,Bachelors,Python,8,4,True,12.9,92862
Research Scientist,Lead,Full-time,M,IN,Manufacturing,0,16.4,Masters,Python,6,2,True,12.4,71219
Business Intelligence Analyst,Senior,Full-time,L,BR,Healthcare,0,7.1,PhD,Python,9,1,True,10.7,38598
Data Scientist,Senior,Full-time,S,IN,Consulting,0,12.7,Masters,Python,13,2,True,10.4,36498
Computer Vision Engineer,Lead,Full-time,M,CA,Finance,50,14.3,Bachelors,Python,4,3,True,4.7,225216
Machine Learning Engineer,Senior,Full-time,M,US,Technology,100,8.8,Bachelors,SQL,7,3,True,13.3,165720
Data Engineer,Senior,Contract,L,GB,Energy,0,9.0,Masters,Python,6,0,True,15.4,90910
Data Science Manager,Lead,Full-time,M,IN,Consulting,50,15.8,Bootcamp,Python,6,0,True,8.5,45318
Data Scientist,Mid,Full-time,M,PL,Technology,100,6.0,Masters,Julia,10,3,True,8.9,63361
Data Scientist,Senior,Full-time,L,US,Technology,50,10.4,Bachelors,Python,7,0,True,13.0,176945
Data Analyst,Senior,Full-time,M,DE,Government,0,10.1,Masters,Java,11,2,True,4.9,74279
LLM Engineer,Lead,Part-time,M,US,Healthcare,50,12.9,Masters,R,10,2,True,9.6,125472
Research Scientist,Lead,Full-time,S,GB,Government,0,12.1,Masters,Python,11,1,True,7.4,91181
Business Intelligence Analyst,Lead,Full-time,M,US,Retail,0,13.8,Masters,Python,10,3,False,2.2,130537
MLOps Engineer,Entry,Full-time,M,BR,Healthcare,50,3.8,Masters,R,8,1,True,7.6,29550
Data Science Manager,Entry,Full-time,M,DE,Healthcare,0,3.4,Bachelors,Python,12,0,True,14.9,82373
Business Intelligence Analyst,Senior,Full-time,M,US,Government,0,10.5,Masters,SQL,7,1,True,2.1,126170
Machine Learning Engineer,Entry,Full-time,M,GB,Government,100,2.5,PhD,Python,8,2,False,2.4,73149
LLM Engineer,Senior,Full-time,M,US,Healthcare,0,10.8,Bachelors,SQL,8,1,True,12.6,154629
LLM Engineer,Entry,Full-time,S,CA,Media,50,0.0,Masters,Python,5,0,True,16.5,58963
Data Scientist,Mid,Full-time,M,GB,Technology,50,5.1,Masters,Python,8,3,False,0.1,132249
MLOps Engineer,Senior,Full-time,M,US,Media,100,10.5,Bachelors,SQL,8,3,True,10.4,150057
Machine Learning Engineer,Lead,Full-time,M,DE,Media,100,13.0,Bootcamp,Python,6,4,True,1.3,128546
Data Scientist,Mid,Full-time,M,IN,Healthcare,0,7.3,Masters,Python,7,2,True,11.2,30345
Machine Learning Engineer,Executive,Full-time,M,CA,Technology,100,20.3,Self-taught,Java,17,4,True,6.3,162174
Data Scientist,Senior,Full-time,L,IN,Retail,0,11.8,Bachelors,Python,6,1,False,2.5,37021
Machine Learning Engineer,Lead,Full-time,L,IN,Finance,0,12.3,PhD,R,9,3,True,10.2,77391
Data Scientist,Mid,Full-time,L,ES,Healthcare,50,5.4,Bachelors,Python,7,0,False,0.9,75981
LLM Engineer,Mid,Full-time,S,ES,Technology,100,7.7,Bachelors,Scala,6,1,True,11.0,60598
Data Analyst,Mid,Full-time,M,IN,Finance,0,6.0,Bootcamp,Julia,11,5,True,7.3,22396
Data Analyst,Senior,Full-time,M,US,Finance,0,7.1,Bachelors,Python,9,3,True,17.1,176386
Business Intelligence Analyst,Entry,Full-time,M,US,Media,0,1.8,Bachelors,Python,7,0,True,9.1,60523
Machine Learning Engineer,Mid,Full-time,S,US,Finance,50,7.3,Masters,Python,7,2,False,5.3,123116
Data Engineer,Lead,Full-time,M,SG,Retail,0,13.5,Masters,Julia,6,1,True,13.3,103297
Data Scientist,Mid,Full-time,M,US,Consulting,0,9.7,Bachelors,Python,8,2,True,10.9,131293
AI Engineer,Mid,Full-time,M,AU,Healthcare,0,5.3,Masters,SQL,12,0,True,11.7,98635
Analytics Engineer,Mid,Full-time,M,CA,Technology,0,5.8,Bootcamp,Python,11,0,True,1.5,71465
Data Scientist,Entry,Full-time,S,US,Consulting,50,3.3,Masters,Python,10,0,False,2.7,64113
Business Intelligence Analyst,Mid,Full-time,M,CA,Healthcare,50,6.0,Bachelors,Python,6,1,True,12.8,88050
Data Analyst,Executive,Full-time,M,IN,Education,0,20.8,Masters,SQL,8,4,True,10.0,63502
Machine Learning Engineer,Mid,Part-time,L,FR,Manufacturing,0,4.9,Masters,Python,5,1,True,5.6,66654
Data Scientist,Entry,Full-time,M,US,Technology,50,2.0,Masters,R,7,0,True,0.5,89478
Analytics Engineer,Entry,Full-time,M,US,Healthcare,0,2.0,Masters,Python,4,3,False,3.1,84552
Business Intelligence Analyst,Senior,Full-time,M,US,Finance,50,12.9,Bootcamp,R,8,3,True,9.2,124495
Data Analyst,Mid,Full-time,M,US,Finance,0,5.6,Masters,Python,13,4,True,14.9,105653
MLOps Engineer,Entry,Full-time,M,IN,Technology,100,5.0,Bachelors,Python,6,2,False,2.7,28205
Research Scientist,Senior,Full-time,L,CA,Education,100,11.6,Masters,Python,8,0,True,13.0,154450
Computer Vision Engineer,Senior,Full-time,S,US,Technology,100,13.3,Masters,Python,8,5,False,3.1,119000
AI Engineer,Lead,Full-time,M,US,Retail,50,12.5,Bachelors,Python,13,4,True,16.2,208767
Machine Learning Engineer,Mid,Full-time,L,US,Technology,50,3.9,Masters,Python,8,3,False,3.4,132752
Data Analyst,Senior,Full-time,M,IN,Retail,50,13.4,Masters,Python,10,1,False,0.6,35115
Data Analyst,Entry,Full-time,L,GB,Media,0,3.6,PhD,Python,14,1,False,5.2,48183
Data Analyst,Senior,Full-time,L,US,Technology,50,8.1,Masters,Python,11,2,True,6.3,157588
Data Scientist,Lead,Full-time,L,CA,Retail,100,18.0,Bachelors,SQL,9,2,False,4.5,152543
AI Engineer,Entry,Full-time,M,NL,Finance,50,2.6,PhD,Python,10,2,True,10.4,101136
Business Intelligence Analyst,Executive,Contract,M,ES,Healthcare,0,18.7,Bachelors,Python,8,7,True,3.4,71328
LLM Engineer,Mid,Full-time,S,US,Media,0,8.0,Self-taught,Python,12,1,True,14.3,179700
Data Analyst,Entry,Full-time,M,US,Consulting,100,0.0,PhD,Scala,7,1,True,15.7,61990
Machine Learning Engineer,Senior,Full-time,M,DE,Retail,50,5.7,Self-taught,Python,9,1,False,0.8,86332
Business Intelligence Analyst,Mid,Full-time,S,IN,Energy,0,6.7,Masters,Python,10,1,False,0.1,19801
Data Analyst,Senior,Full-time,L,IN,Consulting,0,14.6,Masters,Python,4,3,False,2.6,40201
Machine Learning Engineer,Mid,Full-time,L,BR,Technology,0,6.6,Masters,Python,10,0,False,2.8,48498
Machine Learning Engineer,Executive,Full-time,M,DE,Technology,100,16.3,Masters,Python,5,1,True,18.9,167683
Computer Vision Engineer,Senior,Full-time,M,IN,Retail,100,9.6,PhD,SQL,8,2,True,14.2,53554
Research Scientist,Lead,Contract,M,BR,Manufacturing,100,15.3,Bachelors,Python,7,7,True,13.4,69717
Analytics Engineer,Senior,Full-time,M,PL,Technology,50,11.7,Bootcamp,Rust,5,2,True,9.5,39687
Business Intelligence Analyst,Lead,Contract,L,IN,Media,50,15.3,Bachelors,Python,6,1,True,8.5,43089
Data Engineer,Entry,Full-time,S,CA,Finance,100,3.0,Bachelors,SQL,12,3,False,4.3,57871
Data Scientist,Mid,Contract,L,AU,Healthcare,100,4.4,Masters,Python,6,3,True,20.0,95579
Business Intelligence Analyst,Mid,Freelance,L,CA,Technology,0,7.2,PhD,Python,9,0,True,11.8,88553
AI Engineer,Senior,Full-time,L,DE,Healthcare,0,7.6,Masters,Python,5,2,True,16.5,105820
Research Scientist,Mid,Freelance,M,IN,Retail,50,8.8,Bachelors,Python,7,0,True,12.1,32912
Data Engineer,Mid,Full-time,L,IN,Finance,0,6.6,Bachelors,Python,6,2,False,0.0,33788
LLM Engineer,Senior,Full-time,M,CA,Media,50,9.1,Bachelors,Python,6,1,True,14.9,129799
Business Intelligence Analyst,Entry,Full-time,L,US,Retail,0,1.9,,Python,8,0,False,0.5,73307
Research Scientist,Mid,Full-time,M,GB,Consulting,0,7.5,PhD,SQL,9,2,True,6.4,104899
Data Engineer,Senior,Full-time,S,DE,Government,50,12.6,Bachelors,Python,5,2,True,18.1,101097
Data Analyst,Senior,Part-time,L,US,Technology,0,11.9,Bootcamp,SQL,11,2,True,10.4,99048
LLM Engineer,Entry,Full-time,S,GB,Healthcare,50,2.1,Bootcamp,Java,8,3,True,10.7,49562
Data Scientist,Senior,Full-time,S,PL,Government,100,9.3,Masters,Python,6,1,False,2.6,50546
Machine Learning Engineer,Mid,Full-time,L,IN,Manufacturing,50,5.8,Bachelors,Python,8,2,True,10.9,39681
Machine Learning Engineer,Senior,Full-time,M,GB,Technology,0,12.7,Bachelors,Python,7,3,True,20.2,191302
Data Scientist,Senior,Contract,L,NL,Retail,0,10.2,Bachelors,Python,8,1,True,8.9,135684
Data Analyst,Senior,Contract,S,NL,Healthcare,0,9.7,PhD,Julia,8,3,True,13.6,71945
Research Scientist,Entry,Full-time,M,DE,Finance,100,5.4,PhD,Scala,8,0,False,0.0,105234
Analytics Engineer,Senior,Full-time,M,GB,Technology,50,11.9,Masters,Python,10,3,True,14.8,97558
AI Engineer,Entry,Full-time,S,US,Finance,100,2.5,Bachelors,Python,9,2,True,15.5,95550
Analytics Engineer,Senior,Full-time,L,ES,Retail,100,13.4,Masters,Rust,6,5,False,3.9,95610
Data Analyst,Entry,Full-time,S,CA,Energy,50,2.2,Self-taught,Java,14,1,True,17.1,46462
Data Scientist,Senior,Full-time,M,US,Healthcare,0,10.0,Bachelors,SQL,10,0,False,1.7,144993
Data Analyst,Executive,Full-time,M,US,Energy,0,19.4,Masters,Python,8,3,True,13.6,157541
Data Scientist,Entry,Full-time,S,FR,Technology,100,1.5,Masters,Java,9,1,True,19.1,49685
Data Engineer,Entry,Full-time,L,US,Healthcare,100,1.9,Masters,Python,8,3,True,13.0,101983
Data Engineer,Senior,Full-time,M,CA,Manufacturing,0,11.0,PhD,Python,11,2,False,2.2,126586
Data Science Manager,Entry,Full-time,M,IN,Manufacturing,0,4.6,Masters,SQL,7,3,True,16.0,31075
Data Scientist,Mid,Contract,M,IN,Technology,100,6.1,Self-taught,Python,8,2,True,9.4,32077
Data Scientist,Mid,Full-time,S,US,Government,100,7.2,Self-taught,Python,5,1,True,20.9,101198
Business Intelligence Analyst,Entry,Full-time,M,AU,Finance,0,0.6,Self-taught,SQL,9,2,False,1.6,41449
Data Analyst,Senior,Full-time,L,US,Consulting,0,13.1,Bachelors,Python,13,2,True,8.7,102714
Data Scientist,Senior,Freelance,L,AU,Retail,0,7.6,Masters,Python,7,4,True,12.6,134004
Data Scientist,Senior,Part-time,S,US,Technology,50,11.1,Bachelors,SQL,8,2,True,7.1,74081
LLM Engineer,Mid,Full-time,L,US,Finance,100,6.9,Masters,Python,7,0,True,4.2,173650
Data Engineer,Lead,Full-time,M,GB,Energy,100,14.9,PhD,Python,10,0,False,0.0,170066
Data Scientist,Mid,Full-time,L,US,Technology,50,4.9,Masters,Python,8,2,True,18.4,151352
MLOps Engineer,Mid,Full-time,L,US,Technology,0,7.7,Masters,SQL,8,3,True,5.3,142620
Research Scientist,Senior,Full-time,S,BR,Healthcare,0,9.0,Masters,SQL,5,0,True,9.8,54338
Data Engineer,Mid,Full-time,L,IN,Finance,100,6.1,Masters,Python,8,0,False,4.4,51680
Data Scientist,Mid,Full-time,M,US,Retail,50,5.4,Masters,Python,7,3,True,10.9,106615
Data Engineer,Lead,Full-time,L,US,Retail,50,14.7,Masters,R,8,5,True,11.1,180453
MLOps Engineer,Entry,Full-time,L,IN,Healthcare,50,3.8,Masters,Python,3,2,True,19.7,33632
MLOps Engineer,Entry,Full-time,S,US,Technology,50,2.9,Masters,Python,10,1,True,12.4,81494
Research Scientist,Senior,Full-time,M,US,Healthcare,100,10.9,PhD,Python,8,1,True,14.2,199962
Data Analyst,Entry,Full-time,M,US,Healthcare,0,2.4,PhD,Scala,12,3,True,14.0,53995
Data Engineer,Entry,Full-time,M,US,Manufacturing,0,2.0,Masters,Python,12,3,True,15.3,119025
MLOps Engineer,Mid,Part-time,L,US,Government,0,7.8,Bootcamp,SQL,7,2,False,0.7,64163
LLM Engineer,Entry,Full-time,L,US,Finance,0,5.7,Bachelors,Python,11,2,True,9.7,135534
LLM Engineer,Senior,Full-time,L,US,Consulting,50,9.9,Bootcamp,Python,10,6,True,7.6,204781
Machine Learning Engineer,Lead,Full-time,M,US,Technology,100,12.4,Masters,Python,12,1,True,21.5,204208
Business Intelligence Analyst,Mid,Full-time,M,GB,Consulting,0,7.5,Bachelors,Python,10,3,False,1.6,42379
LLM Engineer,Mid,Freelance,M,DE,Healthcare,100,2.5,Bootcamp,SQL,12,4,True,1.4,75908
Data Science Manager,Executive,Full-time,M,US,Manufacturing,50,20.5,Bootcamp,R,11,2,True,9.8,236341
Data Scientist,Executive,Full-time,L,CA,Government,0,18.6,Bachelors,Rust,5,1,True,9.4,157951
Data Engineer,Entry,Full-time,L,NL,Media,0,0.2,Bachelors,Python,5,0,True,6.0,66473
Research Scientist,Senior,Full-time,S,BR,Media,50,5.9, Bachelors ,Java,5,2,True,5.2,36006
Research Scientist,Lead,Full-time,L,US,Consulting,100,16.3,Bachelors,SQL,5,3,False,0.0,196983
Machine Learning Engineer,Senior,Freelance,L,SG,Media,50,9.8,Masters,Python,8,3,True,3.6,142929
Data Scientist,Lead,Full-time, M ,US,Finance,100,14.9,Bootcamp,R,8,0,False,0.0,227444
Business Intelligence Analyst,Executive,Full-time,M,DE,Technology,50,14.4,Bootcamp,R,10,0,True,11.3,104939
Data Engineer,Lead,Full-time,L,FR,Technology,0,14.8,PhD,Python,6,2,True,14.0,139503
Data Analyst,Lead,Full-time,S,IN,Technology,0,15.0,Masters,Python,9,3,True,10.9,36792
Data Scientist,Senior,Full-time,M,US,Government,50,11.1,Masters,Python,9,4,False,3.2,155157
AI Engineer,Mid,Full-time,M,US,Finance,0,3.6,Masters,Python,6,0,True,12.4,145544
Data Engineer,Entry,Contract,S,GB,Technology,0,1.4,Bachelors,R,7,1,False,0.0,65513
MLOps Engineer,Senior,Full-time,L,CA,Manufacturing,50,7.7,Masters,Python,8,4,True,14.1,105401
Data Analyst,Mid,Full-time,M,IN,Finance,50,8.9,Masters,Scala,4,2,True,12.3,28655
Data Analyst,Mid,Full-time,S,CA,Technology,100,4.9,Bootcamp,Python,4,0,True,20.7,46642
Data Engineer,Senior,Full-time,M,IN,Technology,100,10.9,Self-taught,Python,9,1,True,12.6,47715
Data Engineer,Lead,Full-time,L,US,Consulting,0,12.4,Bootcamp,SQL,4,0,False,1.2,157616
Data Engineer,Mid,Freelance,L,US,Technology,0,6.7,Self-taught,R,7,0,False,0.7,111800
Machine Learning Engineer,Lead,Full-time,L,IN,Technology,50,16.2,PhD,Python,7,0,True,15.5,67759
Research Scientist,Senior,Full-time,M,IN,Technology,50,13.3,Masters,R,10,1,False,3.0,56666
Data Analyst,Executive,Full-time,M,AU,Government,0,18.9,Bachelors,Python,7,4,True,9.0,122182
Data Analyst,Senior,Full-time,L,US,Healthcare,50,11.0,Bachelors,Python,8,3,True,24.9,142273
Data Science Manager,Senior,Contract,S,US,Retail,50,8.3,PhD,SQL,7,0,True,7.7,119976
Research Scientist,Mid,Full-time,M,BR,Education,0,5.7,Bachelors,Python,8,3,True,1.0,35530
Data Analyst,Entry,Full-time,M,US,Media,50,1.0,Masters,SQL,7,1,True,5.8,58115
Machine Learning Engineer,Mid,Full-time,L,IN,Education,50,6.0,Bachelors,Python,6,1,True,13.6,26686
Data Engineer,Senior,Full-time,M,IN,Technology,50,10.3,Bachelors,R,9,2,True,15.4,49270
Analytics Engineer,Mid,Full-time,M,US,Technology,0,5.7,Masters,Java,5,1,True,9.4,141161
Data Scientist,Senior,Full-time,M,US,Finance,100,10.9,Bachelors,SQL,10,4,True,8.7,183216
LLM Engineer,Mid,Full-time,M,DE,Technology,0,6.4,Masters,Julia,9,3,True,17.4,120863
Data Analyst,Executive,Full-time,L,NL,Finance,50,19.4,Masters,Python,14,5,True,11.0,193181
Data Analyst,Entry,Full-time,M,US,Technology,0,0.0,Bachelors,SQL,9,2,False,0.0,70618
Machine Learning Engineer,Entry,Part-time,M,US,Media,100,1.0,Bachelors,Java,13,3,True,8.0,56555
MLOps Engineer,Entry,Full-time,L,GB,Retail,50,1.5,Masters,Python,5,1,False,3.1,57487
Machine Learning Engineer, Mid ,Full-time,S,SG,Education,100,8.9,Masters,Python,13,1,True,6.6,73706
Data Engineer,Senior,Full-time,L,US,Retail,100,8.7,PhD,Python,8,1,False,3.2,163797
Analytics Engineer,Senior,Full-time,L,IN,Healthcare,100,11.9,PhD,Python,10,1,True,8.5,44977
MLOps Engineer,Mid,Full-time,M,US,Manufacturing,0,5.4,Bachelors,Python,7,1,False,2.3,100459
Machine Learning Engineer,Entry,Full-time,M,SG,Technology,100,0.0,Bachelors,Python,12,3,True,13.3,84720
Analytics Engineer,Entry,Full-time,M,BR,Technology,50,0.0,Bachelors,R,7,2,False,1.0,28160
Analytics Engineer,Mid,Full-time,L,AU,Healthcare,50,6.9,Bachelors,SQL,7,2,True,13.8,99062
Research Scientist,Senior,Full-time,M,GB,Finance,0,8.8,Bachelors,Python,6,1,True,7.1,159326
Data Engineer,Entry,Contract,M,US,Manufacturing,0,0.0,Bachelors,Scala,10,1,False,1.9,70749
Computer Vision Engineer,Mid,Contract,M,FR,Consulting,0,8.4,Bachelors,Python,7,1,True,0.5,80356
MLOps Engineer,Mid,Full-time,M,PL,Finance,0,5.7,Masters,Julia,11,2,True,11.0,61220
Data Scientist,Senior,Full-time,S,GB,Finance,0,9.7,Bootcamp,SQL,2,0,True,13.6,87111
MLOps Engineer,Senior,Full-time,S,CA,Technology,0,11.5,Bachelors,Python,8,4,True,15.1,113846
MLOps Engineer,Mid,Freelance,M,IN,Consulting,0,7.0,PhD,Java,8,2,True,17.4,40394
Analytics Engineer,Mid,Full-time,M,GB,Retail,50,2.9,Masters,Python,10,0,True,6.1,63794
Data Analyst,Mid,Full-time,L,CA,Technology,50,8.3,Bootcamp,Python,8,2,False,3.2,78531
Data Analyst,Senior,Full-time,M,US,Consulting,100,11.7,Self-taught,Python,4,3,True,5.3,120564
MLOps Engineer,Mid,Freelance,S,CA,Retail,100,7.9,PhD,Python,11,1,True,1.1,70027
Machine Learning Engineer,Senior,Part-time,M,US,Technology,50,11.4,Masters,Python,10,2,True,14.1,79135
AI Engineer,Mid,Freelance,M,IN,Media,0,9.9,Bachelors,Python,6,3,True,5.6,29775
Data Science Manager,Mid,Full-time,M,NL,Retail,50,6.6,Masters,Python,7,1,False,2.3,86771
Machine Learning Engineer,Senior,Full-time,L,NL,Technology,0,11.0,Masters,Rust,8,3,True,12.3,116023
Data Scientist,Mid,Contract,M,GB,Consulting,100,4.3,Bachelors,SQL,6,0,False,1.0,75166
Data Analyst,Executive,Full-time,L,US,Technology,100,22.3,Masters,SQL,10,1,True,10.8,251246
Data Science Manager,Entry,Full-time,M,US,Finance,100,3.3,Bootcamp,SQL,9,2,True,13.1,79331
Data Scientist,Entry,Full-time,S,GB,Consulting,100,4.2,Masters,Python,7,1,False,2.5,62890
Business Intelligence Analyst,Senior,Full-time,S,US,Healthcare,0,12.3,Masters,Python,11,2,False,0.6,101601
Data Engineer,Mid,Full-time,L,DE,Technology,100,8.8,Bachelors,SQL,6,2,True,7.6,88280
Analytics Engineer,Mid,Full-time,S,US,Technology,0,4.8,Bachelors,Rust,3,4,True,20.1,98250
Machine Learning Engineer,Mid,Full-time,L,DE,Technology,100,9.8,Masters,Python,10,1,False,0.2,131620
AI Engineer,Entry,Freelance,L,NL,Technology,0,0.0,Bachelors,Python,7,1,False,4.7,71522
Data Scientist,Mid,Full-time,M,BR,Energy,50,4.7,Bachelors,Python,8,1,True,10.7,38043
AI Engineer,Mid,Full-time,L,GB,Energy,0,7.2,Bachelors,Python,6,0,True,23.1,113350
MLOps Engineer,Senior,Full-time,M,US,Healthcare,50,13.0,Masters,Python,7,2,True,15.6,125103
Data Engineer,Executive,Full-time,S,GB,Technology,0,19.7,Bachelors,Python,6,3,True,10.6,178852
Data Analyst,Entry,Full-time,S,US,Manufacturing,100,0.1,Bachelors,SQL,8,4,False,3.6,43856
MLOps Engineer,Mid,Full-time,M,US,Finance,0,7.6,Masters,Java,7,2,False,3.9,115819
Data Analyst,Entry,Full-time,L,IN,Technology,50,5.8,Masters,Python,12,2,True,4.7,34565
MLOps Engineer,Mid,Full-time,L,CA,Technology,100,3.2,Bootcamp,SQL,11,1,False,0.9,65758
Machine Learning Engineer,Executive,Full-time,M,US,Retail,50,17.8,Self-taught,Python,9,2,True,19.3,231238
Machine Learning Engineer,Entry,Full-time,S,AU,Retail,0,2.8,Masters,R,11,0,False,4.3,59703
Data Scientist,Lead,Full-time,L,NL,Retail,0,15.2,Bachelors,Python,6,1,False,2.5,139629
Data Engineer,Senior,Full-time,S,FR,Government,100,10.6,Bachelors,Java,5,2,False,0.8,74507
Data Analyst,Entry,Full-time,M,AU,Technology,0,0.0,Masters,Python,4,0,False,1.7,62066
Data Scientist,Mid,Full-time,M,US,Manufacturing,0,7.0,PhD,SQL,3,2,True,5.2,112126
Machine Learning Engineer,Entry,Full-time,L,AU,Technology,0,1.2,Bootcamp,SQL,12,2,True,9.5,97010
Data Scientist,Mid,Full-time,M,DE,Education,50,8.1,Masters,R,6,1,True,13.9,70743
Data Engineer,Mid,Contract,L,CA,Healthcare,50,8.6,Self-taught,SQL,2,1,True,12.3,78675
Data Scientist,Lead,Full-time,S,GB,Finance,50,13.7,Bachelors,Java,11,2,False,3.8,140854
Research Scientist,Senior,Full-time,M,GB,Healthcare,0,8.0,Masters,Python,9,1,True,11.7,153532
Data Scientist,Mid,Full-time,S,US,Technology,100,5.7,Bachelors,Python,9,3,True,14.6,137522
LLM Engineer,Entry,Contract,M,US,Consulting,50,3.9,Bootcamp,Python,7,1,False,0.5,122085
Machine Learning Engineer,Entry,Freelance,M,GB,Technology,50,1.5,Masters,Python,7,3,True,8.5,57180
Machine Learning Engineer,Mid,Full-time,M,FR,Healthcare,50,6.9,Self-taught,Python,6,2,True,12.6,78024
Analytics Engineer,Mid,Full-time,M,PL,Healthcare,100,6.9,PhD,Python,8,1,True,13.1,53459
Data Scientist,Senior,Full-time,M,IN,Technology,0,12.6,Masters,Python,12,0,True,15.1,48360
Data Engineer,Senior,Full-time,M,US,Consulting,50,13.1,Bachelors,Python,8,1,True,12.4,134619
Data Analyst,Mid,Full-time,L,PL,Technology,0,9.0,Bootcamp,Python,7,3,False,0.3,44034
