job_title,experience_level,employment_type,company_size,industry,company_location_name,remote_ratio,years_experience,education_level,primary_language,team_size,certifications_count,uses_ai_tools_daily,ai_tools_hours_per_week,salary_usd
Machine Learning Engineer,Mid,Full-time,M,Healthcare,United States,100,6,Masters,Python,8,1,True,11,155282
Business Intelligence Analyst,Senior,Full-time,S,Technology,France,0,10,Bachelors,SQL,9,1,False,4,55267
Business Intelligence Analyst,Lead,Full-time,S,Retail,United States,0,14,Masters,Python,7,2,False,4,88881
Machine Learning Engineer,Mid,Full-time,M,Technology,India,100,7,Bachelors,Python,11,4,True,12,31138
Data Engineer,Lead,Full-time,M,Technology,United States,50,14,Masters,R,5,5,True,10,166810
Data Analyst,Mid,Full-time,M,Technology,Poland,50,8,Bachelors,Python,5,1,False,2,41618
MLOps Engineer,Executive,Freelance,M,Technology,United States,50,22,Bachelors,Python,7,3,True,14,220654
Data Analyst,Senior,Full-time,S,Technology,Netherlands,0,14,Masters,SQL,6,2,False,4,83990
Data Analyst,Lead,Full-time,M,Consulting,United States,0,8,Bachelors,Java,7,4,True,20,129497
AI Engineer,Entry,Contract,L,Manufacturing,Germany,100,5,PhD,SQL,7,4,True,6,110485
AI Engineer,Mid,Full-time,S,Finance,Germany,50,8,Bootcamp,Python,7,0,False,3,83006
Data Science Manager,Senior,Full-time,L,Manufacturing,Australia,100,12,Bachelors,R,7,0,True,12,108877
Data Scientist,Lead,Full-time,M,Education,India,0,12,Bachelors,Python,9,2,True,17,38788
Research Scientist,Senior,Full-time,L,Retail,United States,50,9,Bachelors,Python,10,3,True,14,209809
Research Scientist,Senior,Full-time,M,Manufacturing,United States,50,12,Bootcamp,Python,8,0,True,4,128170
Machine Learning Engineer,Lead,Part-time,M,Finance,United States,0,12,Self-taught,Python,9,7,True,15,105469
AI Engineer,Senior,Full-time,M,Media,India,0,14,PhD,Python,8,2,True,7,58132
Research Scientist,Entry,Full-time,L,Healthcare,France,100,1,Bootcamp,Python,12,0,True,11,83471
Data Science Manager,Senior,Part-time,S,Manufacturing,India,100,11,Bachelors,R,6,3,True,4,25979
Data Engineer,Entry,Full-time,M,Technology,United States,50,0,PhD,Python,5,2,True,11,84576
Data Engineer,Mid,Full-time,M,Consulting,Germany,0,4,Bootcamp,Python,5,1,False,1,63433
Data Analyst,Senior,Full-time,M,Finance,Brazil,0,8,Bachelors,SQL,7,1,True,9,37077
Data Scientist,Senior,Full-time,M,Media,India,0,9,Masters,Python,10,2,False,3,53610
Analytics Engineer,Senior,Full-time,L,Media,India,100,13,Masters,R,4,3,False,5,42129
Data Engineer,Senior,Full-time,M,Technology,United States,100,10,Masters,SQL,7,2,True,5,189569
AI Engineer,Lead,Full-time,L,Consulting,India,100,15,PhD,Python,12,2,False,1,77752
Research Scientist,Mid,Full-time,L,Technology,Germany,100,6,Bachelors,SQL,3,1,False,4,100787
Data Engineer,Senior,Full-time,M,Finance,Germany,50,13,Masters,SQL,11,1,True,9,104814
AI Engineer,Executive,Full-time,L,Technology,United States,0,20,Bachelors,Python,10,1,True,8,340887
Machine Learning Engineer,Mid,Full-time,S,Consulting,Singapore,0,7,Bachelors,Python,6,0,False,2,84329
Data Analyst,Mid,Full-time,L,Energy,Canada,0,5,Bachelors,Python,12,2,False,1,78765
Data Analyst,Mid,Full-time,M,Government,United States,50,5,Bachelors,SQL,8,3,True,5,68453
LLM Engineer,Senior,Full-time,S,Retail,Netherlands,100,8,Bootcamp,SQL,9,3,True,8,104248
AI Engineer,Entry,Full-time,S,Retail,United States,100,2,Bachelors,Python,17,0,False,4,68937
Data Engineer,Senior,Full-time,M,Retail,United States,100,7,Masters,Python,7,1,True,8,182233
Data Scientist,Mid,Full-time,M,Finance,United States,100,5,Masters,Python,10,1,True,15,174762
Data Scientist,Executive,Full-time,L,Technology,Great Britain,0,18,Bachelors,SQL,8,2,False,2,187214
Data Engineer,Mid,Full-time,M,Finance,United States,0,5,Bachelors,Scala,10,2,True,19,136190
Research Scientist,Entry,Full-time,M,Technology,India,0,3,Bachelors,Python,10,3,True,10,26059
Data Scientist,Mid,Full-time,L,Technology,United States,100,7,Bachelors,Python,8,2,False,2,156710
Research Scientist,Senior,Full-time,M,Technology,Germany,100,11,Bachelors,Python,10,2,True,18,136444
Data Scientist,Mid,Full-time,L,Technology,Great Britain,0,7,Bachelors,Python,4,0,True,16,85968
AI Engineer,Mid,Full-time,L,Education,Germany,0,8,Bachelors,R,7,1,False,1,108201
Data Engineer,Mid,Full-time,S,Education,India,50,5,Masters,Scala,11,2,True,16,29641
Data Scientist,Lead,Part-time,S,Finance,United States,0,15,Bachelors,Python,7,3,True,18,80689
Business Intelligence Analyst,Senior,Full-time,M,Technology,United States,100,14,Masters,Java,13,1,True,2,113829
Data Engineer,Senior,Part-time,M,Technology,United States,0,8,Self-taught,Python,6,3,True,12,75287
Data Science Manager,Lead,Full-time,S,Finance,United States,0,15,Bachelors,R,8,1,True,11,254986
Data Scientist,Senior,Full-time,M,Energy,Netherlands,100,10,Bachelors,Java,8,2,True,10,133771
Analytics Engineer,Senior,Full-time,M,Finance,India,0,10,Masters,Python,7,2,True,13,38600
Data Science Manager,Entry,Full-time,L,Finance,United States,0,2,Bootcamp,Python,10,3,True,15,96754
Machine Learning Engineer,Mid,Full-time,S,Consulting,United States,0,5,Masters,Python,10,3,True,9,154237
AI Engineer,Lead,Full-time,L,Finance,United States,50,12,Masters,Python,7,2,True,6,204556
AI Engineer,Mid,Full-time,L,Healthcare,France,0,6,Masters,R,12,2,False,2,112958
Data Analyst,Entry,Part-time,L,Technology,India,0,5,Bachelors,SQL,7,1,True,12,16677
Analytics Engineer,Senior,Contract,S,Finance,India,0,12,Bachelors,Python,10,1,True,21,29303
LLM Engineer,Lead,Full-time,L,Consulting,Great Britain,50,13,Masters,Python,9,3,True,10,226236
Business Intelligence Analyst,Entry,Part-time,L,Retail,Germany,50,3,Masters,Python,7,1,False,1,29248
MLOps Engineer,Senior,Full-time,S,Consulting,Poland,100,11,Bootcamp,SQL,10,1,True,12,53593
Data Scientist,Lead,Full-time,M,Finance,Poland,0,15,Bachelors,Python,7,2,False,2,94652
Data Scientist,Lead,Full-time,S,Finance,Canada,50,14,Bachelors,R,10,2,True,4,118361
Data Engineer,Mid,Full-time,L,Technology,India,0,10,PhD,Java,11,1,False,0,42438
Research Scientist,Executive,Full-time,L,Government,Canada,50,16,Masters,SQL,7,1,True,4,165344
Data Analyst,Lead,Full-time,M,Consulting,Canada,50,12,Bachelors,SQL,6,2,True,3,134163
Research Scientist,Entry,Full-time,S,Energy,Poland,0,0,Bachelors,Scala,11,1,False,2,40517
AI Engineer,Senior,Full-time,L,Consulting,Spain,100,13,Masters,SQL,10,1,True,2,91325
AI Engineer,Mid,Full-time,L,Government,France,100,6,Bachelors,Python,10,4,False,2,74418
AI Engineer,Mid,Full-time,L,Energy,India,50,6,Masters,Python,4,4,False,0,39170
Business Intelligence Analyst,Mid,Full-time,M,Finance,United States,0,8,Bachelors,SQL,10,0,False,3,107136
Data Science Manager,Mid,Contract,L,Technology,Germany,0,4,PhD,SQL,6,1,True,8,117574
Data Scientist,Senior,Full-time,L,Consulting,Canada,0,13,Bachelors,Python,6,1,False,2,107645
Business Intelligence Analyst,Mid,Full-time,L,Technology,Canada,50,7,Bachelors,Python,9,1,True,15,84206
Data Science Manager,Mid,Full-time,L,Energy,India,100,2,Masters,Python,5,0,True,10,57230
Data Analyst,Senior,Full-time,S,Healthcare,Canada,50,12,Self-taught,Python,8,2,True,10,82199
Data Scientist,Mid,Full-time,L,Education,India,50,6,Bachelors,Scala,9,5,True,5,31316
Data Analyst,Entry,Full-time,S,Healthcare,Germany,50,3,Masters,Java,6,2,False,3,33493
Data Engineer,Senior,Full-time,M,Education,United States,100,11,Masters,Python,13,4,True,10,152687
AI Engineer,Mid,Full-time,S,Retail,Canada,100,4,Masters,Scala,10,4,True,10,98481
AI Engineer,Entry,Full-time,M,Manufacturing,Great Britain,50,2,Bachelors,SQL,6,2,True,7,67770
Data Analyst,Mid,Part-time,M,Technology,India,0,8,Masters,Python,8,1,True,4,21131
Data Scientist,Mid,Full-time,M,Technology,Great Britain,50,5,Bachelors,Python,10,0,False,0,72657
Data Scientist,Senior,Full-time,M,Technology,Australia,0,10,Self-taught,SQL,12,3,True,2,112394
MLOps Engineer,Entry,Full-time,M,Finance,United States,50,2,Bachelors,Python,5,0,False,2,96150
Machine Learning Engineer,Mid,Full-time,M,Technology,Great Britain,0,7,Masters,Python,6,2,True,16,161238
Data Engineer,Lead,Full-time,M,Media,Netherlands,100,14,Bachelors,Python,13,4,True,6,123435
Machine Learning Engineer,Senior,Full-time,M,Finance,United States,50,12,PhD,Python,11,2,True,7,232416
Data Analyst,Mid,Full-time,L,Consulting,India,0,4,Bachelors,SQL,9,0,False,2,26903
Research Scientist,Lead,Full-time,L,Technology,United States,50,17,Masters,Python,4,2,True,13,303435
Data Engineer,Senior,Full-time,M,Media,India,100,11,Bachelors,SQL,7,2,False,1,44837
AI Engineer,Entry,Full-time,S,Finance,Great Britain,0,4,Masters,SQL,4,0,True,20,79581
Data Engineer,Lead,Full-time,L,Healthcare,Germany,0,15,Bachelors,Python,7,3,True,7,176998
Analytics Engineer,Lead,Full-time,M,Technology,India,100,15,Bachelors,Python,7,2,False,3,45395
Computer Vision Engineer,Senior,Full-time,L,Consulting,Spain,100,9,Masters,SQL,12,0,False,3,146363
Machine Learning Engineer,Senior,Full-time,S,Finance,Germany,50,11,Bachelors,Python,7,2,False,3,112338
MLOps Engineer,Entry,Full-time,M,Consulting,United States,100,6,Masters,SQL,7,2,False,5,85170
Data Engineer,Mid,Full-time,M,Healthcare,Great Britain,0,6,Masters,Python,6,3,True,10,97502
Data Analyst,Entry,Full-time,M,Consulting,Germany,50,1,Bachelors,Julia,6,1,True,13,41570
Data Scientist,Mid,Full-time,M,Technology,Canada,50,5,PhD,Python,8,0,True,13,110259
Research Scientist,Senior,Full-time,M,Retail,India,100,12,Bachelors,Python,7,2,False,4,41332
Business Intelligence Analyst,Senior,Full-time,S,Manufacturing,United States,0,11,Masters,SQL,8,2,False,3,114544
Data Engineer,Mid,Full-time,L,Healthcare,France,100,7,Bachelors,Python,8,0,True,2,76053
Machine Learning Engineer,Entry,Freelance,M,Education,Canada,0,3,Bachelors,R,9,1,True,10,60057
Machine Learning Engineer,Executive,Full-time,M,Finance,United States,100,18,Masters,Python,4,3,True,12,256718
Data Analyst,Mid,Freelance,M,Technology,United States,50,6,Bachelors,Scala,4,1,True,9,81322
Business Intelligence Analyst,Entry,Full-time,L,Retail,Great Britain,50,2,Bachelors,Python,4,0,False,3,63049
AI Engineer,Mid,Full-time,M,Finance,Australia,100,5,Masters,Scala,11,0,True,11,124803
Analytics Engineer,Entry,Full-time,S,Finance,Australia,0,4,Bachelors,Python,9,1,True,14,60619
AI Engineer,Senior,Full-time,L,Media,Brazil,50,6,Bachelors,Python,8,4,True,8,47044
AI Engineer,Lead,Contract,M,Manufacturing,Germany,100,10,Bachelors,Python,7,4,True,10,127357
MLOps Engineer,Senior,Full-time,M,Technology,United States,50,10,Bachelors,R,7,3,True,4,154834
Data Science Manager,Lead,Full-time,M,Finance,United States,0,16,Masters,Python,11,2,False,5,217524
LLM Engineer,Senior,Full-time,M,Technology,Brazil,100,9,Masters,Python,6,4,True,11,57024
Research Scientist,Entry,Part-time,M,Healthcare,United States,0,1,Masters,R,7,2,True,10,55673
Analytics Engineer,Mid,Full-time,M,Technology,United States,0,7,Masters,Python,7,1,False,4,94829
Machine Learning Engineer,Executive,Contract,M,Government,Netherlands,100,19,Masters,Python,12,0,True,11,86379
Computer Vision Engineer,Mid,Full-time,M,Retail,Poland,100,6,Masters,Python,7,1,False,2,50732
Data Analyst,Entry,Full-time,M,Technology,Brazil,50,0,Masters,SQL,6,0,True,4,25028
AI Engineer,Entry,Full-time,L,Finance,United States,100,0,Bachelors,Python,12,1,True,8,105982
Computer Vision Engineer,Senior,Freelance,M,Healthcare,Australia,100,6,Bachelors,Python,5,4,True,13,81511
Data Scientist,Lead,Full-time,L,Technology,Great Britain,0,14,PhD,Python,4,1,False,1,130487
Data Analyst,Senior,Full-time,L,Technology,France,0,10,Bachelors,Python,8,1,False,3,107891
Machine Learning Engineer,Lead,Full-time,M,Manufacturing,Netherlands,0,14,Masters,SQL,5,2,True,10,145265
Business Intelligence Analyst,Mid,Freelance,L,Finance,United States,0,5,Bachelors,Python,10,2,True,14,88318
Data Engineer,Entry,Full-time,S,Manufacturing,India,0,2,Self-taught,Python,7,3,True,4,25256
Machine Learning Engineer,Mid,Full-time,S,Technology,Germany,0,5,Bachelors,Python,4,0,True,12,74413
Data Scientist,Senior,Freelance,S,Finance,United States,50,8,Bachelors,Python,7,3,True,15,124299
Data Science Manager,Mid,Full-time,L,Media,France,0,6,Masters,Python,8,0,True,8,75384
Analytics Engineer,Lead,Full-time,M,Media,India,0,15,Bachelors,Java,9,3,True,11,35398
AI Engineer,Mid,Full-time,L,Finance,Great Britain,100,7,Masters,Scala,7,0,False,7,134355
Research Scientist,Mid,Full-time,M,Healthcare,India,100,7,Masters,R,6,1,False,2,45564
Research Scientist,Mid,Full-time,L,Government,United States,0,5,Bachelors,Python,4,2,True,16,91209
LLM Engineer,Lead,Full-time,M,Technology,United States,0,16,Bootcamp,R,9,1,True,8,222204
Machine Learning Engineer,Senior,Full-time,S,Technology,Germany,0,8,Bachelors,Python,12,3,True,19,83033
Computer Vision Engineer,Senior,Full-time,S,Technology,United States,0,14,Bachelors,Scala,8,1,True,17,173172
Data Analyst,Mid,Part-time,S,Education,India,100,7,Bachelors,R,13,3,True,10,12000
Data Analyst,Senior,Contract,M,Consulting,Canada,50,9,Bachelors,SQL,4,1,True,9,99846
Business Intelligence Analyst,Mid,Full-time,M,Technology,India,0,6,Bootcamp,Python,8,0,True,15,23710
Data Engineer,Entry,Full-time,L,Technology,India,0,0,Bachelors,SQL,4,1,False,4,31216
Data Engineer,Senior,Full-time,M,Education,India,0,12,Masters,SQL,10,4,True,20,36997
Data Scientist,Senior,Full-time,L,Media,India,50,11,Bachelors,Python,5,4,False,0,44239
LLM Engineer,Mid,Full-time,L,Technology,United States,100,5,Unknown,R,11,3,True,10,149159
LLM Engineer,Mid,Contract,S,Healthcare,United States,0,8,Self-taught,Python,11,1,True,6,87638
MLOps Engineer,Mid,Part-time,L,Consulting,Great Britain,100,7,Bachelors,Python,7,0,False,4,64643
LLM Engineer,Lead,Full-time,L,Consulting,United States,50,15,Bachelors,Python,7,0,True,14,240507
Business Intelligence Analyst,Entry,Contract,M,Finance,United States,50,4,Masters,SQL,5,1,True,8,56723
Data Scientist,Senior,Full-time,L,Technology,Singapore,100,10,Masters,SQL,6,3,True,7,124756
AI Engineer,Senior,Full-time,L,Finance,Spain,0,8,PhD,Python,9,3,True,9,140413
Analytics Engineer,Senior,Contract,L,Finance,United States,0,9,Bachelors,Python,9,1,False,2,198891
Business Intelligence Analyst,Mid,Full-time,M,Healthcare,United States,50,10,PhD,Python,6,0,False,4,116178
Research Scientist,Entry,Part-time,M,Media,United States,0,3,Bachelors,Java,8,0,True,11,43411
Data Engineer,Senior,Full-time,L,Retail,Netherlands,100,9,Bachelors,Python,6,3,True,15,110689
MLOps Engineer,Senior,Full-time,L,Technology,United States,0,10,Bachelors,Python,7,1,False,2,196711
MLOps Engineer,Lead,Full-time,L,Retail,Great Britain,50,13,Masters,Python,8,2,True,18,88267
Data Analyst,Lead,Full-time,M,Energy,Germany,0,8,Masters,Python,8,0,True,9,106251
Data Analyst,Senior,Full-time,M,Finance,United States,50,12,PhD,Python,13,4,True,14,200053
Machine Learning Engineer,Mid,Full-time,L,Technology,United States,0,7,Bachelors,Python,7,1,True,10,126730
Business Intelligence Analyst,Senior,Full-time,M,Consulting,United States,50,9,Masters,Python,7,4,True,16,118237
Data Engineer,Mid,Full-time,S,Consulting,Great Britain,0,8,Bootcamp,Python,9,2,True,9,66531
Machine Learning Engineer,Mid,Full-time,M,Technology,United States,100,9,Bachelors,Python,10,2,False,4,166575
Research Scientist,Mid,Full-time,M,Technology,Germany,100,6,Self-taught,SQL,6,1,True,17,115872
MLOps Engineer,Senior,Part-time,M,Retail,France,0,12,Masters,Python,11,2,False,4,57710
Data Engineer,Mid,Freelance,M,Finance,Great Britain,0,5,Bootcamp,Python,3,1,False,0,64898
Data Scientist,Entry,Contract,S,Manufacturing,India,0,6,PhD,Python,12,1,True,11,21946
Business Intelligence Analyst,Mid,Full-time,M,Healthcare,India,0,5,PhD,Python,8,4,True,8,27719
Data Scientist,Mid,Contract,L,Technology,France,0,10,Bachelors,Python,6,1,True,14,60379
Computer Vision Engineer,Mid,Full-time,S,Healthcare,Canada,50,9,Bachelors,Python,7,0,False,6,66163
Data Engineer,Mid,Full-time,M,Healthcare,United States,0,7,PhD,Scala,9,2,True,16,129408
Data Engineer,Senior,Full-time,M,Healthcare,United States,0,10,PhD,Python,5,2,True,14,154451
Data Engineer,Executive,Contract,S,Healthcare,India,0,8,Bachelors,R,11,1,False,0,55486
Data Scientist,Entry,Full-time,M,Consulting,United States,0,1,Masters,Python,4,0,True,11,65139
MLOps Engineer,Mid,Full-time,L,Finance,Germany,0,6,Bachelors,Python,8,0,True,16,91947
Research Scientist,Entry,Full-time,S,Finance,United States,100,1,Masters,Python,6,1,False,2,98127
Data Analyst,Senior,Full-time,L,Manufacturing,India,50,10,Masters,Python,3,1,False,2,39875
Data Analyst,Mid,Full-time,M,Retail,United States,0,6,Unknown,Python,6,1,False,4,98828
MLOps Engineer,Entry,Full-time,M,Healthcare,United States,50,2,Bachelors,R,7,3,False,1,103365
Computer Vision Engineer,Lead,Full-time,M,Education,United States,0,14,Self-taught,SQL,6,5,True,5,119477
Data Engineer,Mid,Full-time,M,Consulting,India,100,7,Masters,SQL,12,1,False,3,35353
Analytics Engineer,Lead,Full-time,M,Finance,Poland,50,11,Bachelors,Python,10,3,True,13,99050
AI Engineer,Entry,Contract,M,Manufacturing,Germany,0,3,Masters,SQL,8,2,True,12,54225
Data Scientist,Mid,Full-time,M,Government,India,0,8,Bachelors,Python,6,3,False,0,21085
Data Scientist,Mid,Part-time,L,Consulting,United States,0,10,Bootcamp,Python,7,1,True,16,65425
Analytics Engineer,Senior,Full-time,M,Finance,Australia,50,10,PhD,R,8,2,True,13,164463
LLM Engineer,Lead,Full-time,L,Government,Germany,50,12,Bachelors,R,9,1,True,11,121586
Machine Learning Engineer,Senior,Full-time,M,Retail,Brazil,0,10,Bootcamp,SQL,11,0,True,10,45041
AI Engineer,Mid,Full-time,L,Retail,United States,50,3,Bachelors,Python,6,2,True,14,96431
Machine Learning Engineer,Senior,Full-time,M,Retail,United States,0,10,Masters,Scala,10,1,True,13,142699
Data Analyst,Entry,Full-time,M,Finance,Netherlands,0,5,Masters,SQL,7,2,True,10,50107
Research Scientist,Mid,Contract,S,Energy,India,0,6,Bachelors,SQL,9,1,True,9,34847
Data Engineer,Senior,Full-time,M,Technology,United States,0,10,PhD,Python,8,4,True,12,234595
Data Analyst,Lead,Full-time,S,Technology,Poland,0,15,Bachelors,Python,8,3,True,13,50265
Data Engineer,Senior,Full-time,M,Technology,Brazil,0,12,Bachelors,Python,7,2,False,3,47101
AI Engineer,Senior,Full-time,L,Manufacturing,United States,100,8,Bachelors,Scala,4,2,True,11,160074
Data Scientist,Mid,Full-time,M,Finance,United States,0,7,Bootcamp,Python,6,0,False,1,86438
Data Science Manager,Mid,Full-time,M,Manufacturing,Australia,0,4,Bachelors,Python,9,1,True,13,86211
Machine Learning Engineer,Mid,Full-time,M,Technology,Australia,50,5,Masters,Python,10,2,True,11,135060
Machine Learning Engineer,Entry,Full-time,S,Retail,Singapore,100,3,Self-taught,Python,12,2,False,2,41913
Machine Learning Engineer,Mid,Full-time,S,Technology,Singapore,50,5,Bootcamp,SQL,7,1,True,3,72558
Data Analyst,Mid,Full-time,M,Healthcare,United States,50,7,Bachelors,Python,8,1,False,3,72763
Machine Learning Engineer,Mid,Full-time,S,Government,Germany,50,5,Masters,SQL,8,0,True,10,80685
Data Engineer,Senior,Full-time,S,Retail,Germany,0,7,PhD,SQL,5,2,True,14,83472
Data Engineer,Senior,Full-time,M,Retail,Singapore,50,11,Self-taught,Python,11,1,True,16,113637
AI Engineer,Mid,Contract,L,Technology,Brazil,50,5,Bachelors,Python,6,2,True,14,59980
Research Scientist,Lead,Part-time,M,Finance,Spain,0,13,Bootcamp,Python,4,3,True,14,74130
Machine Learning Engineer,Mid,Full-time,L,Healthcare,United States,100,8,Bachelors,Python,8,2,True,11,123587
Business Intelligence Analyst,Senior,Full-time,S,Healthcare,United States,50,12,Masters,Python,6,1,True,17,91202
Machine Learning Engineer,Entry,Full-time,S,Manufacturing,United States,0,0,Bachelors,Python,6,1,True,9,61354
Analytics Engineer,Mid,Full-time,M,Technology,United States,0,5,Masters,SQL,8,3,False,0,108141
AI Engineer,Senior,Full-time,S,Government,Netherlands,0,11,Masters,Python,10,2,True,14,79918
Machine Learning Engineer,Entry,Full-time,M,Finance,Canada,50,2,Bachelors,Java,5,2,True,6,61557
Analytics Engineer,Senior,Full-time,M,Education,Australia,0,11,Bachelors,Python,9,2,True,6,80810
AI Engineer,Mid,Full-time,M,Consulting,United States,0,10,Bachelors,Python,10,0,True,4,147725
Computer Vision Engineer,Entry,Contract,S,Technology,United States,100,5,Bachelors,Python,7,2,True,9,87684
MLOps Engineer,Senior,Full-time,S,Finance,Brazil,100,14,Masters,Python,5,3,False,3,41793
Business Intelligence Analyst,Senior,Full-time,S,Finance,United States,0,11,Bachelors,Python,6,2,False,0,116245
Research Scientist,Entry,Full-time,L,Government,Germany,100,1,Bachelors,Python,5,2,True,6,54054
Research Scientist,Mid,Full-time,M,Technology,United States,50,7,Masters,Python,12,0,False,3,126870
Data Engineer,Senior,Full-time,L,Finance,United States,50,12,Masters,Python,8,5,True,4,189378
LLM Engineer,Senior,Full-time,L,Retail,Germany,0,9,Unknown,SQL,12,0,False,3,136718
Business Intelligence Analyst,Entry,Full-time,L,Education,Canada,100,0,Bachelors,Python,6,2,True,11,51731
Data Engineer,Lead,Full-time,M,Technology,United States,50,13,Bootcamp,Python,9,6,False,0,181219
Data Scientist,Lead,Full-time,M,Manufacturing,India,50,16,Masters,SQL,3,0,True,8,44169
Data Scientist,Mid,Full-time,L,Government,Great Britain,0,4,Bachelors,Python,8,2,True,14,85095
Data Analyst,Senior,Full-time,L,Finance,Germany,50,13,Bachelors,Python,4,1,True,10,94309
Data Engineer,Senior,Full-time,L,Finance,Australia,100,11,Bootcamp,Java,11,3,False,2,167355
Data Scientist,Entry,Freelance,S,Technology,Brazil,0,2,Bachelors,SQL,9,1,True,14,18407
Data Engineer,Senior,Contract,L,Government,Netherlands,0,8,Masters,R,8,0,True,11,132759
AI Engineer,Lead,Full-time,L,Media,United States,50,13,Masters,Python,13,5,True,7,239855
Data Scientist,Senior,Full-time,M,Retail,Netherlands,100,10,Self-taught,Python,8,2,False,5,82145
Machine Learning Engineer,Senior,Full-time,S,Healthcare,Brazil,100,10,Bachelors,Python,10,1,True,15,35735
Business Intelligence Analyst,Mid,Full-time,L,Technology,India,50,6,Bachelors,SQL,7,0,True,10,23981
Data Analyst,Senior,Full-time,M,Consulting,India,100,9,Bachelors,Python,8,0,True,11,34205
Data Scientist,Entry,Full-time,M,Healthcare,United States,0,2,Masters,Python,5,1,True,8,77553
Research Scientist,Entry,Contract,L,Technology,United States,0,0,Bootcamp,Python,9,1,True,15,92143
Data Scientist,Mid,Full-time,S,Finance,United States,0,3,Masters,Python,6,1,False,1,109526
MLOps Engineer,Mid,Full-time,M,Technology,United States,50,10,Bootcamp,Python,6,0,False,1,137853
Research Scientist,Senior,Full-time,L,Healthcare,Brazil,100,11,Masters,Julia,8,1,True,9,53801
Data Scientist,Entry,Part-time,L,Healthcare,India,50,4,Bootcamp,Python,9,1,False,5,12000
MLOps Engineer,Mid,Full-time,M,Finance,United States,0,7,Bachelors,Python,7,2,False,2,121384
MLOps Engineer,Senior,Part-time,M,Media,India,50,11,Bachelors,Python,4,2,False,3,23233
Machine Learning Engineer,Mid,Full-time,S,Healthcare,Great Britain,50,7,Bachelors,Python,13,1,True,12,86633
Data Science Manager,Senior,Full-time,S,Healthcare,Canada,0,11,Masters,Python,9,5,True,13,93303
Data Analyst,Senior,Full-time,S,Healthcare,Great Britain,100,12,Masters,Scala,11,3,True,12,79358
LLM Engineer,Entry,Freelance,M,Healthcare,United States,0,3,Self-taught,SQL,9,4,True,6,86927
Research Scientist,Lead,Full-time,M,Finance,United States,50,17,Masters,SQL,10,2,True,13,280466
Data Scientist,Senior,Full-time,M,Technology,United States,0,12,Masters,Python,6,1,True,18,132732
LLM Engineer,Mid,Full-time,L,Healthcare,United States,0,10,Masters,Python,5,1,False,2,140383
AI Engineer,Mid,Full-time,M,Healthcare,Singapore,50,5,Bachelors,SQL,12,2,True,7,82284
Data Analyst,Senior,Full-time,M,Finance,Poland,50,14,Masters,Python,11,1,True,12,59500
Computer Vision Engineer,Senior,Full-time,L,Consulting,Netherlands,50,10,Masters,Python,6,4,True,9,123716
Research Scientist,Mid,Part-time,S,Finance,Poland,50,3,Bachelors,SQL,5,1,True,10,27027
Data Engineer,Mid,Full-time,M,Technology,United States,0,6,PhD,Python,8,4,True,12,170820
Analytics Engineer,Lead,Full-time,M,Technology,United States,100,13,Masters,Python,7,2,True,4,143814
AI Engineer,Mid,Contract,L,Technology,United States,50,8,Masters,Python,7,5,True,20,134159
MLOps Engineer,Mid,Full-time,L,Technology,India,0,6,Bootcamp,Scala,15,0,False,0,31393
Business Intelligence Analyst,Mid,Full-time,M,Technology,India,100,10,Bachelors,Julia,5,2,True,19,23788
Computer Vision Engineer,Senior,Contract,M,Consulting,Australia,0,12,Masters,Python,5,5,True,10,151144
Data Scientist,Senior,Part-time,M,Technology,Great Britain,100,8,Self-taught,Python,9,3,False,3,54773
AI Engineer,Senior,Full-time,M,Finance,Australia,50,13,Masters,SQL,4,1,True,8,229764
Data Engineer,Mid,Full-time,M,Technology,United States,0,6,Bachelors,Java,7,1,True,15,108814
Machine Learning Engineer,Mid,Full-time,M,Technology,United States,0,8,Masters,Scala,6,2,True,10,105527
Data Scientist,Entry,Full-time,M,Finance,Poland,0,5,Bachelors,SQL,8,2,False,4,40360
Data Scientist,Senior,Full-time,L,Manufacturing,India,100,14,Bootcamp,Python,9,1,False,4,38114
LLM Engineer,Entry,Full-time,M,Manufacturing,Great Britain,100,2,Masters,Python,7,1,False,2,64233
Analytics Engineer,Lead,Full-time,S,Manufacturing,Great Britain,100,13,Bootcamp,SQL,4,2,True,11,71054
Data Analyst,Lead,Part-time,M,Finance,Australia,100,14,PhD,R,7,2,True,14,60971
MLOps Engineer,Lead,Full-time,M,Government,Netherlands,50,14,Masters,SQL,6,1,False,2,131952
Machine Learning Engineer,Senior,Full-time,S,Retail,United States,0,10,Bachelors,Python,8,3,True,5,131958
Business Intelligence Analyst,Mid,Full-time,M,Retail,Brazil,50,6,Masters,Python,10,0,False,2,27318
Data Engineer,Senior,Contract,M,Healthcare,United States,100,13,Bachelors,Python,6,2,True,9,150292
Data Engineer,Mid,Full-time,S,Finance,United States,100,6,Bachelors,SQL,14,2,True,9,114551
Data Scientist,Mid,Full-time,L,Consulting,United States,0,7,PhD,Python,8,4,True,12,152983
Data Analyst,Mid,Contract,S,Technology,United States,50,7,Bachelors,Python,8,4,True,12,65672
Data Scientist,Mid,Full-time,M,Technology,Netherlands,0,6,Masters,R,11,0,True,11,102554
Machine Learning Engineer,Senior,Full-time,L,Technology,Singapore,0,10,Bachelors,SQL,8,0,False,2,135452
